תיקייה ראשית,תיקיית משנה,שם קובץ,סוג קובץ,סטטוס,מיקום נוכחי,מיקום מומלץ,קישור Google Drive,הערות
03_TECH,contracts,Child_Signal_Mapping_Lock_v1_1_04_05_2026.docx,docx,פעיל,/mnt/project/,03_TECH/contracts/,,
03_TECH,contracts,Fallback_Packet_Definition_v1_0_04_05_2026.docx,docx,פעיל,/mnt/project/,03_TECH/contracts/,,
03_TECH,contracts,AI_Adapter_Integration_Guide_v1_0_COMPLETE.docx,docx,קיים,/mnt/project/,03_TECH/contracts/,,
03_TECH,contracts,Language_Contract_v1_1.docx,docx,קיים,/mnt/project/,03_TECH/contracts/,,
04_BUILD,tests,__Gold_Test_Set_v1_0_2_04_05_2026.md,md,פעיל,/mnt/project/,04_BUILD/tests/,,
04_BUILD,tests,QA_Checklist_Pack_v1_0_04_05_2026.md,md,פעיל,/mnt/project/,04_BUILD/tests/,,
04_BUILD,integration,Skills_Integration_Test_Spec_v1_1_04_05_2026.docx,docx,פעיל,/mnt/project/,04_BUILD/integration/,,
04_BUILD,integration,Data_Structure_Tagged_Scenarios_v1_1_04_05_2026.docx,docx,פעיל,/mnt/project/,04_BUILD/integration/,,
04_BUILD,code,ParentOS_Seed_Data_v1_0_09_05_2026.json,json,קיים,/mnt/project/,04_BUILD/code/,,מועבר לפי הכרעת דליה
05_ASSETS,design,—,—,ריק,—,05_ASSETS/design/,,
05_ASSETS,fonts,—,—,ריק,—,05_ASSETS/fonts/,,
05_ASSETS,images,—,—,ריק,—,05_ASSETS/images/,,
06_MARKETING,content,—,—,ריק,—,06_MARKETING/content/,,
06_MARKETING,messaging,—,—,ריק,—,06_MARKETING/messaging/,,
06_MARKETING,launch,—,—,ריק,—,06_MARKETING/launch/,,
07_OPERATIONS,processes,Operational_Closure_Pack_v1_5.docx,docx,פעיל,/mnt/project/,07_OPERATIONS/processes/,,
07_OPERATIONS,legal,—,—,ריק,—,07_OPERATIONS/legal/,,
07_OPERATIONS,analytics,—,—,ריק,—,07_OPERATIONS/analytics/,,
08_ניהול_פרויקט,status,PROJECT_STATUS_AUDIT_v1_0_04_05_2026.docx,docx,פעיל,/mnt/project/,08_ניהול_פרויקט/status/,,
08_ניהול_פרויקט,status,PROJECT_FILE_SYSTEM_v1_0_2026-05-04.docx,docx,פעיל,/mnt/project/,08_ניהול_פרויקט/status/,,
08_ניהול_פרויקט,status,CONVERSATION_FILE_MAPPING_REGISTRY_v1_0_2026-05-04.docx,docx,פעיל,/mnt/project/,08_ניהול_פרויקט/status/,,
08_ניהול_פרויקט,status,MOVE_PLAN.md,md,חדש,/mnt/user-data/outputs/,08_ניהול_פרויקט/status/,,נוצר 10.05.2026
08_ניהול_פרויקט,status,DUPLICATES_REPORT.md,md,חדש,/mnt/user-data/outputs/,08_ניהול_פרויקט/status/,,נוצר 10.05.2026
08_ניהול_פרויקט,status,MANUAL_REVIEW.md,md,חדש,/mnt/user-data/outputs/,08_ניהול_פרויקט/status/,,נוצר 10.05.2026
08_ניהול_פרויקט,status,REPO_AUDIT_SUMMARY.md,md,חדש,/mnt/user-data/outputs/,08_ניהול_פרויקט/status/,,נוצר 10.05.2026
08_ניהול_פרויקט,documentation,KNOWLEDGE_MAP.md,md,פעיל,/mnt/project/,08_ניהול_פרויקט/documentation/,,
08_ניהול_פרויקט,documentation,PROJECT_STATE.md,md,פעיל,/mnt/project/,08_ניהול_פרויקט/documentation/,,
08_ניהול_פרויקט,documentation,SKILLS_INDEX.md,md,פעיל,/mnt/project/,08_ניהול_פרויקט/documentation/,,
08_ניהול_פרויקט,documentation,VERSION_NOTE.md,md,פעיל,/mnt/project/,08_ניהול_פרויקט/documentation/,,
08_ניהול_פרויקט,documentation,PARENT_VOICE_BANK_LOCK_NOTE.md,md,פעיל,/mnt/project/,08_ניהול_פרויקט/documentation/,,
08_ניהול_פרויקט,documentation,SOMATIC_BANK_LOCK_NOTE.md,md,פעיל,/mnt/project/,08_ניהול_פרויקט/documentation/,,
08_ניהול_פרויקט,documentation,template.md,md,MANUAL_REVIEW,/mnt/project/,—,,לא להעביר. דורש זיהוי תוכני.
08_ניהול_פרויקט,documentation,SKILL.md,md,MANUAL_REVIEW,/mnt/project/,—,,לא להעביר. דורש זיהוי תוכני.
08_ניהול_פרויקט,חומרים_לאמיר,—,—,ריק,—,08_ניהול_פרויקט/חומרים_לאמיר/,,
99_ARCHIVE,old_versions,Database_Schema_v1_0_04_05_2026.md,md,מועמד לארכיון,/mnt/project/,99_ARCHIVE/old_versions/,,קיים v1.2 פעיל
99_ARCHIVE,old_versions,Skill_Schema_Guardian_v1_0_04_05_2026.md,md,מועמד לארכיון,/mnt/project/,99_ARCHIVE/old_versions/,,קיים v1.2 פעיל
99_ARCHIVE,old_versions,__Runtime_Composer_v1_0_04_05_2026.md,md,מועמד לארכיון,/mnt/project/,99_ARCHIVE/old_versions/,,קיים v1.1 פעיל
99_ARCHIVE,old_versions,__Screen_Packet_Builder_v1_0_04_05_2026.md,md,מועמד לארכיון,/mnt/project/,99_ARCHIVE/old_versions/,,קיים v1.1 פעיל
99_ARCHIVE,old_versions,__Gold_Test_Set_v1_0_1_04_05_2026.md,md,מועמד לארכיון,/mnt/project/,99_ARCHIVE/old_versions/,,קיים v1.0.2 פעיל
99_ARCHIVE,old_versions,Operational_Closure_Pack_v1_4.docx,docx,מועמד לארכיון,/mnt/project/,99_ARCHIVE/old_versions/,,קיים v1.5 פעיל
99_ARCHIVE,old_versions,Independence_Lab_Language_Engine_v1_2__1_.docx,docx,בדיקה ידנית — לא לארכב,/mnt/project/,—,,פער תוכני 22.9KB → 8.5KB
99_ARCHIVE,old_versions,Tagged_Scenarios_Batch_01.docx,docx,בדיקה ידנית — לא לארכב,/mnt/project/,—,,גדול מ-LOCKED. חשד אובדן תוכן.
99_ARCHIVE,old_versions,מעבדת_העצמאות_חזון_v1_0.docx,docx,בדיקה ידנית — לא לארכב,/mnt/project/,—,,פער 20.9KB → 5.7KB
99_ARCHIVE,old_versions,CANONICAL_PARENT_VOICE_BANK_v1_0_PATCHED.docx,docx,בדיקה ידנית — לא לארכב,/mnt/project/,—,,DUPLICATE_IDENTICAL ל-LOCKED
99_ARCHIVE,deprecated,—,—,ריק,—,99_ARCHIVE/deprecated/,,
